Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_44803_cov_31.472209_cutoff_10,Plasmid,2.85,Phage_rep_O HTH_39 NinB Phage_lambda_P Phage_antitermQ NinG P22_AR_C Bro-N DUF4236 TM2 Phage_TAC_9 DUF4054 DUF3383 DUF2184 DUF1073 Phage_holin_3_1 Glyco_hydro_19 DUF2570 DUF3277 DUF2213 Phage_fiber_2 Gp138_N Terminase_3 Terminase_3C Baseplate_J Terminase_2 YdaS_antitoxin RecT Phage_integrase P22_AR_C ORF6C Bro-N HD_4 Peptidase_S24 Phage_Mu_F SSB RdgC DUF2612 HTH_3
NODE_2_length_8860_cov_33.868951_cutoff_10,Plasmid,9.21,DUF1269 Mob_Pre Rep_3 AbiEii
NODE_3_length_3682_cov_7.494591_cutoff_10,Chromosome,0,Beta-lactamase Beta-lactamase
NODE_4_length_2227_cov_7.553953_cutoff_10,Chromosome,0,DUF4304 DUF4304
NODE_5_length_2118_cov_8.426752_cutoff_10,Chromosome,0,AIPR
NODE_6_length_1284_cov_7.999171_cutoff_10,Chromosome,--
NODE_7_length_1017_cov_22.144681_cutoff_10,Chromosome,--
NODE_1_length_50276_cov_6.589215_cutoff_0,Plasmid,8.43,TraG-D_C DUF4133 DUF3875 AAA_31 Toprim_2 zf-CHC2 Resolvase HTH_7 Transposon_TraM SLT SecB Topoisom_bac Toprim_Crpt Toprim SNF2_N MTS DUF4138
NODE_2_length_43208_cov_24.183302_cutoff_0,Chromosome,0,Phage_prot_Gp6 Phage_Gp19 DUF5403 TIG Collar Phage_r1t_holin Glyco_hydro_25 DUF3310 Phage_capsid HNH_5 HTH_36 DnaB_C DnaB HNH HTH_17 SSB GDPD Spherulin4 Collagen Collagen Collagen Collagen Collagen
NODE_3_length_41284_cov_6.342175_cutoff_0,Chromosome,0,DUF3310 Terminase_1 Amidase_2 CW_7 Phage_portal Pox_D5 Phage_holin_Dp1 Phage_capsid Peptidase_S78 DUF2800
NODE_4_length_40075_cov_8.675109_cutoff_0,Chromosome,0,HTH_3 DUF1351 Peptidase_M15_3 SSB Phage_rep_org_N HNH Head-tail_con Terminase_2 DUF2833 NLPC_P60 MuF_C Pectate_lyase_3 Tube YadA_stalk YadA_anchor YadA_head dUTPase N6_N4_Mtase HTH_17
NODE_5_length_39375_cov_2.742175_cutoff_0,Chromosome,0,Cpn60_TCP1 Amidase_2 DUF4214 DUF4214 RecT HTH_36 FtsK_SpoIIIE FtsK_alpha PDDEXK_1 Whib Terminase_3
NODE_6_length_8532_cov_2.467297_cutoff_0,Plasmid,15.86,MobC Relaxase Resolvase Rep_3
NODE_7_length_7458_cov_6.742447_cutoff_0,Plasmid,3.86,Mob_Pre
NODE_8_length_6390_cov_2.863140_cutoff_0,Plasmid,12.95,Relaxase MobC Rep_3 HicB_lk_antitox RelB YoeB_toxin
NODE_9_length_5939_cov_7.664449_cutoff_0,Plasmid,12.38,Relaxase Rep_3 Relaxase
NODE_10_length_5287_cov_21.432246_cutoff_0,Plasmid,5.35,YoeB_toxin Rep_3
NODE_11_length_4690_cov_3.783655_cutoff_0,Chromosome,0,LysM
NODE_12_length_4553_cov_2.147676_cutoff_0,Chromosome,0,AMP-binding Condensation Condensation PP-binding AMP-binding_C
NODE_13_length_4257_cov_3.250957_cutoff_0,Plasmid,5.35,Rep_3 YoeB_toxin
NODE_14_length_4203_cov_1.139603_cutoff_0,Plasmid,5.35,Rep_3
NODE_15_length_3786_cov_22.185495_cutoff_0,Chromosome,0,TPR_12 TPR_12 TPR_12 TPR_12 TPR_10 TPR_10 TPR_10 NB-ARC TPR_10 TPR_16 TPR_10 TPR_7 TPR_7 TPR_7 TPR_4 TPR_12 TPR_12 TPR_10 TPR_10 TPR_10 TPR_7 TPR_4 TPR_7 TPR_4 TPR_8 PPR
NODE_16_length_3394_cov_33.356648_cutoff_0,Chromosome,0,HTH_36
NODE_17_length_3128_cov_82.902655_cutoff_0,Plasmid,5.35,Rep_3 VbhA
NODE_18_length_2930_cov_2.361725_cutoff_0,Chromosome,0,LysR_substrate HTH_1 Bac_luciferase DDE_Tnp_ISL3
NODE_19_length_2794_cov_0.824071_cutoff_0,Chromosome,0,Peptidase_S8 P_proprotein
NODE_20_length_2705_cov_2.669330_cutoff_0,Plasmid,10.69,Rep_3 VbhA Rep_3
NODE_21_length_2453_cov_1.888889_cutoff_0,Chromosome,0,Hydrolase_4
