Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_44047_cov_28.213054_cutoff_10,Chromosome,0,HNH_3 HNH_3 Phage_holin_Dp1 Sipho_Gp37 Sipho_tail DUF2800 Terminase_1 Phage_portal Peptidase_S78 Phage_capsid CHAP GDPD Spherulin4 Collagen Collagen Guanylate_kin
NODE_2_length_18132_cov_6.444143_cutoff_10,Chromosome,0,ABC_tran Flavodoxin_NdrI TetR_N Big_8 SpaA SpaA SpaA SpaA SpaA SpaA SpaA SpaA SpaA Methyltransf_25 Big_8 SpaA Collagen_bind SpaA Gram_pos_anchor DUF600 DUF3021 LytTR ABC2_membrane ABC_tran FtsX
NODE_3_length_10650_cov_7.325830_cutoff_10,Chromosome,0,Autotransporter DUF333 DUF333 MatE MatE GMP_synt_C GATase Peptidase_C26 NAD_synthase AGS_C Sa_NUDIX Peptidase_S8 PATR
NODE_1_length_1193_cov_88.508065_cutoff_70,Chromosome,--
NODE_1_length_14075_cov_215.653522_cutoff_0,Chromosome,0,Phage_integrase Phage_portal HTH_31 HTH_17 HK97-gp10_like Peptidase_M15_4
NODE_2_length_6072_cov_4.853044_cutoff_0,Plasmid,14.34,Rep_3 MobA_MobL Rep_3
NODE_3_length_6027_cov_3.081681_cutoff_0,Chromosome,0,TbpB_B_D DUF560 TonB_dep_Rec Plug
NODE_4_length_5237_cov_8.814147_cutoff_0,Plasmid,8.84,Replicase PriCT_1 Sigma70_r4_2
NODE_5_length_3280_cov_747.445832_cutoff_0,Chromosome,0,HicB-like_2 HicA_toxin
NODE_6_length_2140_cov_3.552593_cutoff_0,Chromosome,--
NODE_7_length_2029_cov_1.573258_cutoff_0,Chromosome,0,Abhydrolase_1
NODE_8_length_1706_cov_4.411295_cutoff_0,Chromosome,-17.332617920646072,DUF1542 DUF1542 DUF1542 DUF1542 DUF1542 DUF1542 DUF1542
NODE_9_length_1651_cov_93.388818_cutoff_0,Chromosome,--
NODE_10_length_1612_cov_16.052117_cutoff_0,Chromosome,-3.170652889617654,Peripla_BP_2 tRNA-synt_1c
NODE_11_length_1289_cov_1.956271_cutoff_0,Plasmid,5.20,RepL
NODE_12_length_1208_cov_3.109637_cutoff_0,Plasmid,5.20,RepL
NODE_13_length_1205_cov_1.724291_cutoff_0,Chromosome,0,YadA_stalk YadA_stalk
NODE_14_length_1181_cov_1.885870_cutoff_0,Chromosome,0,PDDEXK_2
NODE_15_length_955_cov_1.617312_cutoff_0,Chromosome,--
NODE_16_length_640_cov_1.600355_cutoff_0,Chromosome,--
NODE_17_length_619_cov_1.856089_cutoff_0,Chromosome,--
NODE_18_length_609_cov_5.778195_cutoff_0,Chromosome,--
NODE_19_length_601_cov_3.152672_cutoff_0,Chromosome,--
NODE_1_length_80275_cov_24.285419_cutoff_26,Chromosome,-7.375662077579065,RNA_lig_T4_1 DNA_gyraseB HATPase_c TOPRIM_C Macro HATPase_c_3 Band_7 DUF2828 dCMP_cyt_deam_1 WYL_2 Cpn10 DNA_ligase_A_M RNaseH_C 5_3_exonuc_N Phage_clamp_A YqeY DNA_methylase DNA_topoisoIV Glutaredoxin Glutaredoxin Endonuclease_7 AAA gp45-slide_C NTP_transferase Phage_DsbA OmpA SmpA_OmlA YadA_anchor YadA_stalk YadA_head YadA_stalk YadA_head YadA_head Endonuclease_NS PAAR_motif Thymidylat_synt AAA_23 AsiA Metallophos ArfA PCRF RF-1 DUF1768 AAA_30 UvrD_C_2 DUF5051 AAA_33 Ribonuc_red_lgC gp32 DHFR_1 Thymidylat_synt Ribonuc_red_sm Ribonuc_red_lgC Ribonuc_red_lgC Ribonuc_red_lgC
NODE_1_length_6733_cov_18.317909_cutoff_20,Chromosome,0,Fil_haemagg_2
NODE_1_length_258303_cov_12.614322_cutoff_5,Chromosome,-3.4217312182624724,HNH_3 RNase_H ResIII Helicase_C DnaB_C Ribonuc_red_sm HAD_SAK_2 Hydrolase_2 Glyco_hydro_19 dUTPase Topoisom_bac Toprim zf-C4_Topoisom zf-C4_Topoisom zf-C4_Topoisom ATP-cone Ribonuc_red_lgC Ribonuc_red_lgN HNH_3 HNH_3 NUMOD4 Thymidylat_synt Phage_gp49_66 DHFR_1 Macro Beta_helix Ribonuc_red_lgC HNH_3 YadA_anchor YadA_stalk YadA_head YadA_head YadA_head Ribonuc_red_sm
NODE_2_length_6337_cov_3.293291_cutoff_5,Chromosome,0,DDE_Tnp_1_3
NODE_3_length_2792_cov_2.002947_cutoff_5,Chromosome,--
NODE_4_length_2444_cov_3.940431_cutoff_5,Chromosome,0,CitMHS Cupin_2
NODE_5_length_2059_cov_1.605954_cutoff_5,Chromosome,--
NODE_6_length_1946_cov_2.178170_cutoff_5,Chromosome,0,RrnaAD
NODE_7_length_1882_cov_3.300831_cutoff_5,Chromosome,--
NODE_8_length_1868_cov_2.166946_cutoff_5,Chromosome,--
NODE_9_length_1836_cov_2.093235_cutoff_5,Chromosome,-3.1117641010189185,UPF0227
NODE_10_length_1766_cov_4.613381_cutoff_5,Chromosome,--
NODE_11_length_1681_cov_3.153367_cutoff_5,Chromosome,0,PTR2
NODE_12_length_1588_cov_4.307743_cutoff_5,Chromosome,--
NODE_13_length_1481_cov_1.690171_cutoff_5,Chromosome,0,DUF559
NODE_14_length_1343_cov_2.703791_cutoff_5,Chromosome,--
