Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_15142_cov_71.184003_cutoff_91,Chromosome,0,DUF285 DUF285 Sigma70_r2 DUF285 DUF1768 Band_7
NODE_1_length_24260_cov_133.406856_cutoff_118,Plasmid,13.65,AAA_31 Cons_hypoth698 OrfB_IS605 OrfB_Zn_ribbon Phage_integrase ShlB POTRA_2 POTRA_3 Haemagg_act Fil_haemagg_2 Fil_haemagg_2 Cu-oxidase_4 Fic Rep_3 RelB Mob_Pre Rep_3 YoeB_toxin
NODE_2_length_10713_cov_75.357089_cutoff_118,Chromosome,0,SusD-like_2 SusD-like_2 SusD-like Plug CarbopepD_reg_2 TonB_dep_Rec CarboxypepD_reg
NODE_1_length_233436_cov_7.143110_cutoff_10,Chromosome,-22.896018710942784,Radical_SAM Fer4_12 SSB DUF4065 dUTPase DNA_gyraseB Toprim SSB DNA_topoisoIV DNA_topoisoIV LAGLIDADG_3 Intein_splicing DNA_gyraseA_C DNA_gyraseA_C DNA_gyraseA_C DNA_gyraseA_C DNA_gyraseA_C DNA_gyraseA_C LAGLIDADG_3 HTH_23 Intein_splicing Fer4_14 Rad52_Rad22 Bac_DNA_binding Helicase_C ResIII DNA_pol3_alpha DNA_pol3_finger HHH_6 Fer4_12 RNA_lig_T4_1 Metallophos AAA_33 OrfB_IS605 AFOR_C HATPase_c Amidase_2 AAA_2 ClpB_D2-small zf-C4_ClpX SNF2_N Helicase_C UvrD_C UvrD-helicase AAA_19 UvrD-helicase Toprim_2 Toprim_N zf-CHC2 Phage_Mu_Gam Fer4_14 SSB CLP_protease Phage_capsid LRR_5 LRR_5 DUF285 DUF285 LRR_5 LRR_5 LRR_5 YadA_anchor YadA_stalk SSB HTH_19 Radical_SAM YadA_anchor YadA_stalk YadA_stalk YadA_head DHFR_1 NRDD ATP-cone PHP DNA_pol3_alpha PHP DNA_pol3_finger DNA_pol3_alpha HHH_6 SprT-like UDG Fer4_12 AAA DUF1257 DUF2997 Macro PriCT_1 DnaB_C DUF3310 DHH DHHA1 DNA_gyraseB_C Sigma70_r4 Radical_SAM Cpn10 DUF1064 PDDEXK_1 YpsA RecA OrfB_Zn_ribbon OrfB_IS605 HTH_OrfB_IS605 DHFR_1 Peptidase_M23 Thymidylat_synt OrfB_IS605 OrfB_Zn_ribbon HTH_OrfB_IS605
NODE_2_length_40020_cov_19.247227_cutoff_10,Plasmid,2.67,SSB HNH Phage_rep_org_N YadA_stalk YadA_anchor dUTPase Head-tail_con Terminase_2 Pectate_lyase_3 Tube DUF2833 Phage_integrase Phage_int_SAM_3 Arm-DNA-bind_4 ERF Peptidase_M78 HTH_3 HTH_17 Sipho_Gp157
NODE_3_length_27873_cov_24.363901_cutoff_10,Plasmid,5.19,HNH Terminase_1 Phage_capsid Phage_connect_1 Phage_portal Peptidase_S78 Baseplate_J DUF2313 DUF3751 Amidase_3 DUF2577 DUF2634 AAA_31 Sigma70_r4 Phage_H_T_join Phage_sheath_1C Phage_sheath_1 Phage_TAC_5 DUF2001 PhageMin_Tail
NODE_4_length_2002_cov_33.236883_cutoff_10,Chromosome,--
NODE_5_length_1930_cov_29.965461_cutoff_10,Chromosome,--
NODE_6_length_1696_cov_17.775788_cutoff_10,Chromosome,0,ABC_membrane ABC_tran
NODE_1_length_180571_cov_7.559875_cutoff_0,Plasmid,1.55,Phage_sheath_1 Phage_sheath_1C Peptidase_S80 Radical_SAM Radical_SAM Glycos_transf_2 DnaB_C Endonuclease_7 Toprim_2 Terminase_6C DNA_ligase_A_M dCMP_cyt_deam_1 HSP20 T4-gp15_tss Peptidase_S77 MUG113 Phage_sheath_1 Radical_SAM Fer4_12 Gp23 Bac_DNA_binding Ribonuc_red_lgC Ribonuc_red_lgN ATP-cone Ribonuc_red_lgC DNA_topoisoIV gp32 5_3_exonuc_N Radical_SAM AAA_33 HD RNA_lig_T4_1 CLP_protease ALP_N StbA HATPase_c Chordopox_A13L NRDD AAA_28 PG_binding_3 Glyco_hydro_108 PhoH PIN_4 DNA_pol_B Ribonuc_red_sm MethyltransfD12 TROVE AAA DNA_pol_B_exo1 DNA_pol_B Epimerase DUF2201_N DUF2201 PhoH T4_tail_cap PAAR_motif Cpn10 ResIII Helicase_C Radical_SAM EcoRI_methylase EcoRI_methylase Radical_SAM AAA_5 DNA_gyraseB HATPase_c Toprim NRDD PDDEXK_1 PDDEXK_1 MethyltransfD12 Thy1 Phage_T4_gp19 GPW_gp25 Helicase_C
NODE_2_length_42908_cov_25.312764_cutoff_0,Plasmid,3.17,HIRAN PDDEXK_1 PIF1 RNase_H_2 RNA_ligase AAA_33 Glutaredoxin Head-tail_con GIY-YIG Endonuclease_7 RusA HNH_3 AP2 ZapB
