Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_33783_cov_17.381475_cutoff_10,Plasmid,38.56,VirB3 T4SS-DNA_transf TrbC AAA_31 Peptidase_S26 T2SSE CagE_TrbE_VirB CagE_TrbE_VirB TrbL Bac_DNA_binding RadC DUF4116 DUF4116 DUF4116 DUF4116 MuF_C Toprim Toprim_2 zf-CHC2 Resolvase Relaxase HTH_3 MobA_MobL Zeta_toxin SLT TraD
NODE_1_length_76151_cov_130.513014_cutoff_0,Plasmid,3.98,Ribonuc_red_sm PriCT_1 Bac_DNA_binding DUF3310 DNA_pol_A DNA_pol_A_exo1 RNA_pol Peptidase_M15_4 Terminase_6C AAA_5 Thy1 DUF2201_N DUF2201 Glutaredoxin
NODE_2_length_56541_cov_15.141559_cutoff_0,Chromosome,0,DUF1599 Peptidase_S78 L_lactis_ph-MCP Phage_portal Terminase_1 Phage_holin_6_1 RdRP Gp58 Prophage_tail DUF1366 Collagen Amidase_5
NODE_3_length_47661_cov_18.212550_cutoff_0,Chromosome,0,Sipho_tail Sipho_Gp37 HK97-gp10_like Amidase_2 CW_binding_1 CW_binding_1 Phage_portal Phage_holin_Dp1 Phage_capsid Peptidase_S78 Terminase_1 DUF2800 DUF3310
NODE_4_length_32515_cov_9.314477_cutoff_0,Plasmid,2.67,KGG YopX LPD38 Amidase_5 ZoocinA_TRD YqaJ SSB NinG DUF3761 CAP Terminase_2 Terminase_3 Terminase_3C DnaB_C DnaB_C Phage_integrase Phage_int_SAM_1 Phage_int_SAM_4 ERF
NODE_5_length_14304_cov_8.444366_cutoff_0,Chromosome,0,Phage_portal Peptidase_S78 Terminase_1 HNH Amidase_2
NODE_6_length_12124_cov_3.759193_cutoff_0,Plasmid,5.35,N6_Mtase Rep_3 AbiEii
NODE_7_length_10270_cov_3.665162_cutoff_0,Plasmid,10.52,MobC Resolvase Relaxase
NODE_8_length_6242_cov_4.296837_cutoff_0,Plasmid,9.00,Rep_3 ParE_toxin ParE_toxin MobA_MobL
NODE_9_length_4542_cov_5.810302_cutoff_0,Plasmid,2.52,Rep_2 RNA_helicase
NODE_10_length_4123_cov_29.671775_cutoff_0,Plasmid,3.86,Mob_Pre HTH_28
NODE_11_length_4038_cov_6.548599_cutoff_0,Plasmid,3.86,Mob_Pre
NODE_12_length_3909_cov_1.905010_cutoff_0,Plasmid,12.95,MobC Rep_3 Relaxase
NODE_13_length_3878_cov_12.792423_cutoff_0,Chromosome,0,ParE_toxin
NODE_14_length_3376_cov_13.300091_cutoff_0,Chromosome,--
NODE_15_length_3194_cov_1.145011_cutoff_0,Plasmid,6.39,Mob_Pre Rep_2
NODE_16_length_2797_cov_5.177206_cutoff_0,Chromosome,0,LRR_1 LRR_1 LRR_1 LRR_1 DUF5050
NODE_17_length_2607_cov_4.417391_cutoff_0,Plasmid,5.35,Rep_3
NODE_18_length_2595_cov_1.710882_cutoff_0,Chromosome,0,DUF285 DUF285 LRR_5 DUF285
NODE_19_length_2286_cov_6.422363_cutoff_0,Chromosome,--
NODE_20_length_1790_cov_4.565090_cutoff_0,Plasmid,5.48,Rep_1
NODE_21_length_1644_cov_1.380983_cutoff_0,Chromosome,--
NODE_22_length_1401_cov_3.959215_cutoff_0,Plasmid,5.05,Rep_2 Rep_2
NODE_23_length_956_cov_3.023891_cutoff_0,Chromosome,--
NODE_24_length_932_cov_1.973099_cutoff_0,Chromosome,--
NODE_25_length_880_cov_1.404732_cutoff_0,Chromosome,--
NODE_26_length_852_cov_1.739355_cutoff_0,Chromosome,--
NODE_27_length_777_cov_5.637143_cutoff_0,Chromosome,--
NODE_28_length_701_cov_1.453526_cutoff_0,Chromosome,--
NODE_29_length_701_cov_0.554487_cutoff_0,Chromosome,0,MucBP_2 Mub_B2
NODE_30_length_677_cov_1.741667_cutoff_0,Chromosome,0,HemolysinCabind HCBP_related HemolysinCabind HemolysinCabind HemolysinCabind
NODE_31_length_677_cov_0.261667_cutoff_0,Chromosome,--
NODE_32_length_605_cov_1.011364_cutoff_0,Chromosome,--
NODE_33_length_596_cov_5.840077_cutoff_0,Chromosome,0,DUF559
NODE_34_length_582_cov_0.968317_cutoff_0,Chromosome,--
NODE_35_length_578_cov_0.858283_cutoff_0,Chromosome,0,Mub_B2
NODE_1_length_240270_cov_6.431395_cutoff_5,Chromosome,-6.515015760009021,DHFR_1 RNase_H HNH_3 DUF2116 dUTPase YadA_anchor YadA_stalk YadA_head YadA_head Hydrolase_2 CLP_protease ResIII Helicase_C Ribonuc_red_lgC ATP-cone Ribonuc_red_lgN Ribonuc_red_lgC HNH_3 Ribonuc_red_sm Ribonuc_red_sm HAD_SAK_2 Topoisom_bac Toprim zf-C4_Topoisom zf-C4_Topoisom zf-C4_Topoisom Beta_helix RNA_pol_Rpb2_6 Thymidylat_synt SLT
NODE_2_length_51204_cov_3.451601_cutoff_5,Chromosome,0,Terminase_1 DUF2800 DUF3310 Glyco_hydro_25 LysM Prophage_tail Sipho_tail Phage_portal HK97-gp10_like
NODE_3_length_5487_cov_2.545102_cutoff_5,Chromosome,0,FtsK_SpoIIIE
NODE_4_length_3573_cov_4.201087_cutoff_5,Plasmid,5.35,Rep_3
NODE_5_length_2138_cov_2.504609_cutoff_5,Chromosome,0,N6_N4_Mtase
NODE_6_length_2084_cov_5.366218_cutoff_5,Chromosome,0,Big_6 Big_6 Big_6 Big_3_2
NODE_7_length_1928_cov_3.913020_cutoff_5,Chromosome,--
NODE_8_length_1825_cov_8.081808_cutoff_5,Chromosome,--
NODE_9_length_1469_cov_13.921695_cutoff_5,Chromosome,0,YadA_stalk YadA_stalk
NODE_10_length_1148_cov_8.821662_cutoff_5,Chromosome,--
NODE_11_length_1094_cov_2.316618_cutoff_5,Chromosome,0,YadA_stalk YadA_stalk
NODE_1_length_10693_cov_34.631217_cutoff_33,Chromosome,0,DDE_Tnp_1_4 DUF4420 AIPR HATPase_c_3 Z1 HTH_3 DNA_methylase DNA_methylase
NODE_1_length_1378_cov_15.359723_cutoff_15,Chromosome,0,Abi_2 HTH_3
