NODE_1_length_7076_cov_7.062580_cutoff_0,Plasmid,6.61,AMP-binding Peripla_BP_3 LacI Rop APH AMP-binding AMP-binding_C
NODE_2_length_3233_cov_1.843790_cutoff_0,Chromosome,--
NODE_3_length_1593_cov_8.547493_cutoff_0,Chromosome,--
NODE_4_length_1275_cov_4.348915_cutoff_0,Chromosome,--
NODE_5_length_927_cov_191.556471_cutoff_0,Chromosome,--
NODE_6_length_852_cov_10.006452_cutoff_0,Chromosome,--
NODE_7_length_736_cov_4.095599_cutoff_0,Chromosome,--
NODE_8_length_691_cov_1.781759_cutoff_0,Chromosome,--
NODE_9_length_590_cov_1.686160_cutoff_0,Chromosome,--
NODE_10_length_587_cov_1.537255_cutoff_0,Chromosome,--
NODE_1_length_41603_cov_12.936618_cutoff_5,Plasmid,5.83,DUF722 DUF1359 DUF1660 Rep_Org_C DUF1140 DUF1064 DUF1031 HK97-gp10_like ERF Phage_SSB HTH_3 Phage_holin_6_1 Glyco_hydro_25 Phage_integrase Phage_int_SAM_3 Phage_portal DUF806 Phage_TTP_1 Phage_TAC_3 zinc_ribbon_2 PhageMin_Tail Sipho_tail Prophage_tail DUF2913 Collagen Collagen Phage_capsid DUF1125 Phage_H_T_join DUF1056 Terminase_1 CLP_protease DUF1642 ANT Bro-N Terminase_4 HNH DUF658 HTH_3 DUF1497
NODE_2_length_1439_cov_1021.063877_cutoff_5,Chromosome,--
NODE_3_length_1131_cov_1.249526_cutoff_5,Chromosome,--
