Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_27797_cov_15.363781_cutoff_0,Chromosome,-42.007386775991336,Ribosom_S12_S23 Oxidored_q2 Molybdopterin NADH-G_4Fe-4S_3 NADHdh Oxidored_q3 Ribosomal_S13 Oxidored_q4 Ribosomal_L14 Proton_antipo_M Ribosomal_S10 Ribosomal_S14 Ribosomal_S8 Proton_antipo_M Proton_antipo_N NADH5_C Complex1_30kDa Complex1_49kDa Proton_antipo_M Ribosomal_S19 Ribosomal_L16 Ribosomal_L2_C Ribosomal_L2 Ribosomal_S11
NODE_2_length_10433_cov_1.971031_cutoff_0,Chromosome,0,DUF3502 BPD_transp_1 SBP_bac_1 Response_reg HTH_18 HTH_AraC Glyco_hydro_3 Glyco_hydro_3_C Fn3-like BPD_transp_1 His_kinase
NODE_3_length_7574_cov_69.147926_cutoff_0,Plasmid,8.52,CRISPR_Cas2 Rep_3 T4SS-DNA_transf
NODE_4_length_4718_cov_2.278604_cutoff_0,Chromosome,0,Fil_haemagg_2
NODE_5_length_4225_cov_224.344986_cutoff_0,Plasmid,8.86,Relaxase YoeB_toxin Rep_3
NODE_6_length_2829_cov_118.452762_cutoff_0,Chromosome,--
NODE_7_length_1374_cov_2.245181_cutoff_0,Chromosome,0,Transposase_31
NODE_1_length_87992_cov_22.592083_cutoff_26,Chromosome,-39.630130286993065,Peptidase_C14 Sigma70_r2 PDH DAHP_synth_1 CM_2 Aminotran_1_2 PDT HTH_18 DUF308 AMP-binding_C_2 AMP-binding SSF ABC_tran BPD_transp_1 HATPase_c HisKA PAS_4 Tex_N Tex_YqgF HHH_3 HHH_9 S1 HHH_7 tRNA_edit Lipocalin_8 Ferritin GFO_IDH_MocA HATPase_c HisKA PAS_4 PAS_9 DJ-1_PfpI GATase_3 AAA_26 CbiA Phage_integrase Phage_int_SAM_5 Phage_int_SAM_4 HU-DNA_bdg DUF4469 Acyl_transf_3 Porin_10 Epimerase GDP_Man_Dehyd Glycos_transf_1 CTP_transf_like Glycos_transf_1 NTP_transferase LicD MFS_1 Sigma54_activat Response_reg HTH_8 tRNA-synt_2 tRNA_anti-codon NIF3 zf-RING_7 ATP_bind_3 TilS_C dTDP_sugar_isom Glycos_transf_2 Rho_RNA_bind ATP-synt_ab Rho_N DEAD Helicase_C AT_hook AT_hook Tubulin FtsZ_C POR Glycos_transf_4 SBP_bac_3 HATPase_c HisKA PAS_4 PAS_4 Fer4_7 POR_N PFOR_II Transketolase_C TPP_enzyme_C ANAPC3 TPR_8 TPR_7 TPR_6 DUF368 cNMP_binding MatE MatE MatE MatE Polysacc_synt_C HATPase_c tRNA-synt_1c tRNA-synt_1c_C Nramp PLDc_2 AAA-ATPase_like PDDEXK_9 TPR_16 TPR_8 TPR_8 TPR_8 CHAT
NODE_1_length_26027_cov_35.049788_cutoff_42,Chromosome,-1.1458970340066479,ABC_tran ABC2_membrane_2 HTH_42 NPCBM_assoc NPCBM_assoc AAA_30 UvrD_C_2 Viral_helicase1 DDE_Tnp_1_3 Flavodoxin_4 Glyco_hydro_3 Glyco_hydro_3_C Fn3-like Peptidase_S15 Ig_mannosidase Mannosidase_ig Glyco_hydro_2 NigD_C NigD_N Glyco_hydro_3 Glyco_hydro_3_C Fn3-like PA14 Sigma70_r2 Sigma70_r4_2 OMP_b-brl_2 Radical_SAM PFL-like Gly_radical
NODE_1_length_30273_cov_23.935952_cutoff_20,Chromosome,-5.701651860430907,MutS_I PhageMin_Tail DUF3575 Mfa2 CLP_protease Terminase_3 Hint_2 PIN_4 RNA_ligase dCMP_cyt_deam_1
NODE_1_length_46143_cov_8.172774_cutoff_5,Plasmid,6.69,Phage_prot_Gp6 Phage_Mu_F Terminase_3 Terminase_3C Terminase_2 Phage_GP20 AAA_24 PDDEXK_1 DUF669 D5_N Pox_D5 PriCT_1 Phage_TAC_5 SNF2_N Sipho_Gp157 Baseplate_J DUF2313 LysM DUF2577 DUF2634 RVT_1 DUF2001 Phage_sheath_1C Phage_sheath_1 Phage_sheath_1N HK97-gp10_like Phage_integrase Amidase_2 HTH_3 SprT-like HTH_3 Peptidase_S24 HTH_3 SLT
NODE_2_length_43145_cov_6.458879_cutoff_5,Plasmid,2.61,HTH_3 Baseplate_J DUF3383 Terminase_2 DUF4054 DUF2213 DUF1073 Terminase_3 Terminase_3C DUF2612 DUF2612 RusA HTH_3 DUF2184 Amidase_2 Phage_Mu_F
NODE_3_length_2229_cov_2.009758_cutoff_5,Chromosome,--
NODE_4_length_1932_cov_2.122911_cutoff_5,Chromosome,--
NODE_5_length_1794_cov_1.299942_cutoff_5,Chromosome,0,Sulfatase
NODE_6_length_1435_cov_2.134021_cutoff_5,Chromosome,0,Transposase_mut Transposase_mut Transposase_mut
NODE_1_length_97166_cov_61.024565_cutoff_33,Chromosome,-3.37261042092746,dUTPase Phage_head_fibr Sigma70_r4_2 Sigma70_r2 NUMOD1 Phage_holin_4_1 zf-CHC2 Toprim_4 AAA_24 DnaB_C Metallophos AAA DUF3799
NODE_1_length_151563_cov_32.009539_cutoff_15,Chromosome,0,PP-binding N6_N4_Mtase RRXRR HNH HNH_2 DnaB_C HTH_OrfB_IS605 OrfB_Zn_ribbon OrfB_IS605 Y1_Tnp RecA KilA-N ANT DUF4494 PIF1 Herpes_Helicase AntA DNA_methylase PDDEXK_1 DNA_methylase DNA_pol3_beta DHH OrfB_Zn_ribbon OrfB_IS605 HTH_OrfB_IS605 RNase_T dUTPase Helicase_C ResIII DEAD AAA BACON Phage_lysozyme2 PNK3P OrfB_IS605 OrfB_Zn_ribbon Intein_splicing
NODE_2_length_34656_cov_65.946817_cutoff_15,Chromosome,-2.3081864493041877,Phage_connect_1 DUF4355 Phage_tail_3 HK97-gp10_like Helicase_C ResIII ResIII VRR_NUC PcfJ DUF3102 Sipho_Gp157 AAA_24 Pentapeptide_2 DUF669 D5_N Pox_D5 Terminase_2 Terminase_3 Terminase_3C DUF4062 Phage_prot_Gp6 Phage_Mu_F HSDR_N_2 HTH_3 Peptidase_S24 Phage_holin_4_1 Glyco_hydro_25 Phage_integrase Phage_int_SAM_3 PTR PTR
