Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_34673_cov_17.757313_cutoff_10,Plasmid,2.67,HTH_36 Phage_lysozyme2 ParBc Whib ERF CHAP DUF4214 PhageMin_Tail Sipho_tail Phage_connect_1 SSB Phage_portal Phage_Mu_F Phage_capsid
NODE_2_length_26596_cov_7.992609_cutoff_10,Plasmid,33.50,CagE_TrbE_VirB T4SS VirB3 SLT SSB T4SS-DNA_transf TrbM TrbI T2SSE VirB8 CagX TrbL DnaJ LPD7 ToxN_toxin Topoisom_bac Toprim_Crpt Toprim CbiA
NODE_3_length_10106_cov_4.832885_cutoff_10,Chromosome,-14.091275691995136,Alpha-amylase PCRF RF-1 RRF AA_kinase MnmE_helical TrmE_N Peptidase_M14
NODE_4_length_1316_cov_10.972559_cutoff_10,Chromosome,--
NODE_1_length_1419_cov_39.445604_cutoff_70,Chromosome,0,DUF1707 DUF1707 DUF1707
NODE_1_length_37977_cov_60.592507_cutoff_0,Chromosome,0,Whib RecT FtsK_SpoIIIE FtsK_alpha PDDEXK_1 HTH_36 Cpn60_TCP1 Terminase_3 Amidase_2 DUF4214 DUF4214
NODE_2_length_36788_cov_12.322819_cutoff_0,Chromosome,0,NinG DnaB_C DnaB_C ATPase Whib DUF4214 AAA_5 HTH_3 Terminase_6 Terminase_3C DUF5309 CAP
NODE_3_length_36584_cov_5.586764_cutoff_0,Plasmid,2.91,DNA_methylase HTH_3 HTH_3 ANT Bro-N YqaJ DUF4373 DnaB_2 IstB_IS21 RecT DUF4406 NLPC_P60 Collagen Resolvase Recombinase Zn_ribbon_recom Phage_holin_4_1 Peptidase_M15_3 Phage_tail_2 DUF2163 Phage_BR0599 DUF2460 Phage-tail_3
NODE_4_length_17974_cov_3.768229_cutoff_0,Plasmid,5.35,Rep_3 DnaB_2 ComR_TPR HTH_3 Abi_2 HTH_3 ABC_tran HlyD_3 ABC_tran ABC_membrane Peptidase_C39 ABC_tran
NODE_5_length_14902_cov_6.130523_cutoff_0,Chromosome,0,Phage_portal Amidase_2 HTH_3
NODE_6_length_10282_cov_6.740813_cutoff_0,Plasmid,17.60,PhdYeFM_antitox Resolvase Rep_1 Rep_3 N6_N4_Mtase RAMA Mob_Pre
NODE_7_length_8262_cov_20.924985_cutoff_0,Chromosome,-2.5577663053942086,Zot DUF2523 DUF1496 Phage_CRI Phage_X Phage_DNA_bind Secretin
NODE_8_length_5064_cov_22.127331_cutoff_0,Plasmid,8.02,Rep_3 RelB ToxN_toxin YafQ_toxin
NODE_9_length_4632_cov_8.206147_cutoff_0,Plasmid,5.35,Rep_3 YoeB_toxin
