Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_78181_cov_230.696213_cutoff_0,Chromosome,0,XkdW Helicase_C ResIII dUTPase HNH_3 dUTPase_2 Thymidylat_synt HNH_3 DNA_methylase HNH_3 HNH_3 DnaB_C Amidase_3 5_3_exonuc_N PKD SbcCD_C Metallophos HNH_3 DNA_pol_A DNA_pol_A_exo1 Cpn10 RecA gp32 AAA_28 KTSC GPW_gp25 Baseplate_J PhageMin_Tail Phage_T4_gp19
NODE_2_length_51034_cov_32.003631_cutoff_0,Plasmid,2.61,Baseplate_J DUF2612 DUF2612 N6_N4_Mtase Rad52_Rad22 DUF2213 RusA DUF1073 Phage_Mu_F Terminase_2 Terminase_3 Terminase_3C DUF3383 DUF4054 DUF2184 Gp138_N dUTPase
NODE_3_length_8630_cov_17.083947_cutoff_0,Plasmid,2.48,DUF5348 AAA_31 PhdYeFM_antitox YoeB_toxin PG_binding_1 PG_binding_1
NODE_4_length_7699_cov_3.660325_cutoff_0,Chromosome,0,Phage_rep_org_N HTH_3 HTH_26 Sigma70_r4 Sigma70_r2 Phage_integrase Phage_int_SAM_3
NODE_5_length_6825_cov_622.072318_cutoff_0,Plasmid,8.52,T4SS-DNA_transf CRISPR_Cas2 Rep_3
NODE_6_length_6549_cov_3.399567_cutoff_0,Chromosome,0,Phage_F Phage_F
NODE_7_length_6153_cov_13.715438_cutoff_0,Plasmid,3.86,Mob_Pre RelB YafQ_toxin
NODE_8_length_6039_cov_9.462093_cutoff_0,Plasmid,3.86,Mob_Pre YafQ_toxin RelB
NODE_9_length_5671_cov_1008.825170_cutoff_0,Plasmid,5.48,PemK_toxin Rep_1
NODE_10_length_4225_cov_2156.773144_cutoff_0,Plasmid,8.86,YoeB_toxin Rep_3 Relaxase
NODE_11_length_1658_cov_1.535104_cutoff_0,Plasmid,2.53,HTH_29
NODE_12_length_1299_cov_1.769231_cutoff_0,Chromosome,--
NODE_13_length_1142_cov_3.248826_cutoff_0,Chromosome,--
NODE_14_length_641_cov_2.255319_cutoff_0,Chromosome,0,Methylase_S
NODE_15_length_626_cov_0.479053_cutoff_0,Chromosome,--
NODE_1_length_50995_cov_32.011882_cutoff_20,Plasmid,2.61,RusA Terminase_3 Terminase_3C Terminase_2 DUF1073 Phage_Mu_F DUF4054 DUF2184 DUF2213 DUF3383 Gp138_N Rad52_Rad22 dUTPase DUF2612 DUF2612 Baseplate_J N6_N4_Mtase
NODE_1_length_33328_cov_9.740970_cutoff_5,Plasmid,2.48,HNH Terminase_1 Phage_portal CLP_protease Phage_capsid HK97-gp10_like VRR_NUC ParBc AAA_31 DNA_methylase DNA_methylase DNA_methylase HTH_38 rve Phage_holin_4_1 RVT_1 23S_rRNA_IVP HTH_38 Glucosaminidase FGE-sulfatase PhageMin_Tail Sipho_tail Sipho_Gp37
NODE_2_length_10618_cov_5.229485_cutoff_5,Plasmid,6.01,AAA_31 HTH_3 PIN MazE_antitoxin TraX
NODE_3_length_7039_cov_3.749210_cutoff_5,Chromosome,0,PadR MutS_V Acetyltransf_1 NYN HTH_3 RelE
NODE_4_length_2534_cov_3.487586_cutoff_5,Chromosome,0,TAT_signal SBP_bac_5 TAT_signal
NODE_5_length_1201_cov_1.338968_cutoff_5,Chromosome,0,Glycos_transf_1
