NODE_1_length_2659_cov_3.044152_cutoff_5,Chromosome,--
NODE_2_length_1776_cov_30.094762_cutoff_5,Chromosome,--
NODE_1_length_1122_cov_35.636364_cutoff_10,Chromosome,--
NODE_1_length_2058_cov_4.594649_cutoff_0,Plasmid,2.52,Rep_2
NODE_2_length_1607_cov_4.499346_cutoff_0,Plasmid,5.20,RepL
NODE_3_length_1437_cov_67.680882_cutoff_0,Chromosome,--
NODE_4_length_1274_cov_104.099415_cutoff_0,Chromosome,--
NODE_5_length_997_cov_2.807609_cutoff_0,Chromosome,--
NODE_6_length_927_cov_65.505882_cutoff_0,Chromosome,--
NODE_7_length_795_cov_1.266017_cutoff_0,Chromosome,--
NODE_8_length_700_cov_2.882825_cutoff_0,Chromosome,--
NODE_9_length_684_cov_0.802306_cutoff_0,Chromosome,--
NODE_10_length_638_cov_3.791444_cutoff_0,Chromosome,0,Big_11 Big_11 Big_11
