Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_2589_cov_120.381768_cutoff_118,Chromosome,0,FtsX MacB_PCD
NODE_1_length_2850_cov_58.849261_cutoff_54,Chromosome,0,DUF4869
NODE_1_length_33029_cov_17.101602_cutoff_10,Chromosome,0,VirE DNA_pol_A DUF2815 Glyco_hydro_108 PG_binding_3 MethyltransfD12 Terminase_3C Terminase_3 Terminase_6 SNF2_N DUF2800
NODE_2_length_14782_cov_11.863516_cutoff_10,Chromosome,0,NlpE TonB_dep_Rec Plug T2SS-T3SS_pil_N Peptidase_C11
NODE_3_length_1935_cov_12.348224_cutoff_10,Chromosome,--
NODE_1_length_175510_cov_86.881163_cutoff_0,Chromosome,-2.704184082010629,HNH_3 OmpA Metallophos SEC-C HAD_SAK_2 NUDIX NAPRTase NAPRTase_N YqeY SIR2 Isochorismatase Glucosaminidase LPAM_1 AAA_19 FeThRed_B Toprim_2 DUF192 DUF192 ADP_ribosyl_GH dUTPase AAA_30 UvrD_C_2 DnaB_C Helicase_C ResIII Thy1 PDDEXK_1 DNA_ligase_A_M CTP_transf_like HNH_3 AAA_33 AAA RNase_H AAA_24 DNA_pol_A DNA_pol_A_exo1 23S_rRNA_IVP Metallophos Ferritin NAD_synthase
NODE_2_length_95691_cov_53.934215_cutoff_0,Chromosome,0,Toprim_2 Metallophos NUMOD4 HNH_3 NUMOD1 DnaB_C GIY-YIG NUMOD3 NUMOD1 NUMOD3 Sigma70_r4_2 Sigma70_r2 Thy1 Thy1 AAA_24
NODE_3_length_94494_cov_23.126630_cutoff_0,Plasmid,2.43,BACON BACON Flg_new Flg_new Flg_new Flg_new Flg_new Flg_new Flg_new Flg_new BACON DUF932 BACON AAA_30 LAGLIDADG_3 Hom_end UvrD_C_2 DNA_ligase_A_M Thy1 Thy1 DUF3310 Sipho_Gp157 DUF2829 UDG
NODE_4_length_42492_cov_26.263751_cutoff_0,Chromosome,0,RNase_T SSB ASCH AAA_15 PAPS_reduct N6_N4_Mtase WYL_2 Amidase_3
NODE_5_length_40751_cov_13.606456_cutoff_0,Plasmid,5.62,Phage_Mu_F Phage_prot_Gp6 Terminase_6 Phage_GP20 YjcQ AAA_24 AAA_23 ResIII Helicase_C RusA AAA_25 PriCT_2 DUF4258 Peptidase_S24 HTH_26 ANT DUF739 Bro-N Recombinase Resolvase Amidase_2 Phage_holin_4_1 DUF4258 DUF2313 DUF2634 Baseplate_J Amidase_5 DUF2577 Phage_pRha Phage_TAC_5 DUF2001 SLH HK97-gp10_like Phage_sheath_1C Phage_sheath_1
NODE_6_length_39778_cov_14.590741_cutoff_0,Chromosome,0,GP3_package MethyltransfD12 Phage_prot_Gp6 Terminase_3 Terminase_3C Phage_Mu_F HK97-gp10_like Sipho_Gp37 Sipho_tail Glucosaminidase Amidase_2 GerE Phage_integrase Phage_int_SAM_1 DUF1492 HTH_3 HTH_3 HNH DUF551 RusA DnaB_2 RecT DUF1351 SSB
NODE_7_length_21892_cov_3.430713_cutoff_0,Chromosome,-12.275911512737949,LrgA LrgB PadR DUF772 DDE_Tnp_1_6 DDE_Tnp_1 Citrate_synt Hydrolase_3 Mur_ligase_M Mur_ligase_C Mur_ligase Glyco_hydro_2_C Glyco_hydro_2 MFS_2 Acetyltransf_10 ApbA_C ApbA ABC_tran ABC_membrane ABC_tran ABC_membrane DUF3737 Aminotran_1_2 MatE Polysacc_synt_C MatE MatE GntR FCD
NODE_8_length_6039_cov_6.937940_cutoff_0,Plasmid,3.86,RelB Mob_Pre RelB YafQ_toxin
NODE_9_length_4250_cov_20.344117_cutoff_0,Plasmid,9.21,Mob_Pre Rep_3
NODE_10_length_3256_cov_3.351054_cutoff_0,Chromosome,0,Methylase_S Methylase_S DUF3990 Phage_integrase Phage_int_SAM_4
NODE_11_length_3134_cov_2.996729_cutoff_0,Plasmid,9.21,Mob_Pre Rep_3
NODE_12_length_2828_cov_477.713559_cutoff_0,Chromosome,--
