Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_46727_cov_299.076677_cutoff_257,Chromosome,0,CLP_protease Amidase_2 Phage_integrase PhageMin_Tail GerE RadC DUF5053 TnpB_IS66 DDE_Tnp_IS66 Toprim_N zf-CHC2 DUF5053
NODE_1_length_29462_cov_80.993466_cutoff_54,Chromosome,0,Amidase_2 Phage_holin_5_2 HTH_3 SpoVG Phage_connect_1 Phage_H_T_join Sipho_tail Prophage_tail Dockerin_1 HNH Terminase_1 Peptidase_S78 Phage_capsid Phage_integrase Phage_portal Bro-N HTH_36 HK97-gp10_like
NODE_1_length_38171_cov_12.696488_cutoff_10,Plasmid,2.67,HTH_31 HTH_3 HTH_3 Terminase_2 Thy1 Thy1 DZR Phage_integrase ASCH Terminase_3 Terminase_3C Collar Phage_Gp15 ERF SSB Minor_capsid_2 Phage_capsid Phage_min_cap2 Phage_prot_Gp6
NODE_2_length_14781_cov_6.532508_cutoff_10,Plasmid,3.17,T2SS-T3SS_pil_N NlpE Peptidase_C11 TonB_dep_Rec Plug SNAP
NODE_3_length_2782_cov_5.052126_cutoff_10,Chromosome,0,HATPase_c_4 HTH_24 AlbA_2 ORF6N
NODE_1_length_88672_cov_19.417360_cutoff_0,Chromosome,0,RuvC RecA LMWPc AAA DUF2997 DnaB_C N6_Mtase Glyco_transf_25 Terminase_6C ParBc ParBc Peptidase_S78 HK97-gp10_like Phage_capsid DNA_pol_A DNA_pol_A_exo1 RNase_H ResIII Sulfotransfer_2 PAPS_reduct Gly_transf_sug GTP_EFTU APS_kinase BppL_N Cpn10 Glyco_transf_11 Phage_portal
NODE_2_length_50873_cov_107.354122_cutoff_0,Plasmid,2.61,Gp138_N dUTPase N6_N4_Mtase RusA Terminase_2 Terminase_3 Terminase_3C DUF1073 Phage_Mu_F DUF2213 Rad52_Rad22 DUF2184 DUF3383 DUF4054 DUF2612 DUF2612 Baseplate_J
NODE_3_length_47617_cov_66.185149_cutoff_0,Plasmid,5.39,RVT_1 ParBc N6_N4_Mtase DNA_methylase RecU DNA_methylase N6_N4_Mtase Phage_Mu_Gam ERF SSB IstB_IS21 RNase_T HTH_38 LPD15 Phage_tube HTH_3 HTH_38 Amidase_2 TM2 DUF4236 Phage_holin_6_1 Tail_P2_I Baseplate_J Baseplate_J Phage_tail_X PhageMin_Tail Terminase_GpA HDPD Phage_cap_E Phage_portal_2 CLP_protease Rho_N
NODE_4_length_38723_cov_4.478212_cutoff_0,Plasmid,2.91,AAA_25 PriCT_2 RusA HTH_3 DUF1492 HTH_26 PriCT_2 ResIII Helicase_C AAA_24 Resolvase Recombinase Zn_ribbon_recom DUF1828 HTH_3 Phage_holin_6_1 Sipho_tail PG_binding_1 NLPC_P60 Prophage_tail SH3_3 AAA_23 Terminase_2 Terminase_3 Terminase_3C Phage_prot_Gp6 Phage_Mu_F PBECR2 DUF4355 HK97-gp10_like
NODE_5_length_38242_cov_39.516049_cutoff_0,Plasmid,2.91,Resolvase Recombinase Zn_ribbon_recom HTH_3 Phage_holin_1 Phage_GP20 Phage_min_cap2 Phage_Gp15 P22_CoatProtein P22_CoatProtein PG_binding_1 Peptidase_M15_3 RecT SSB YqaJ Terminase_6 DDE_Tnp_1 DUF772 Lar_restr_allev PAPS_reduct Dam Inhibitor_G39P
