Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_75765_cov_184.471924_cutoff_153,Plasmid,2.91,DUF551 AAA_25 Phage_prot_Gp6 Lipase_GDSL_2 Phage_integrase Phage_int_SAM_1 Resolvase LPD29 ANT Bro-N Phage_pRha RVT_1 GIIM KilA-N NUMOD4 HNH_3 PG_binding_3 Glyco_hydro_108 Phage_holin_4_1 HNH_3 NUMOD1 VRR_NUC DUF4494 Phage_cap_E Terminase_6
NODE_2_length_35889_cov_250.827851_cutoff_153,Plasmid,31.35,Resolvase HTH_7 TraO AbiEii DUF3875 Resolvase HTH_7 HTH_11 MipZ Relaxase MobC T4SS-DNA_transf PLCC bPH_2 DUF2582 DUF2582 AbiEii HTH_3 Toprim_2 DUF3945 DUF3945 DUF4138 DUF4138 Transposon_TraM TrbL SSB DUF1738 MPTase-PolyVal
NODE_1_length_48416_cov_503.629368_cutoff_257,Chromosome,-2.4971416835774463,SSB DNA_methylase DNA_methylase IstB_IS21 DUF4406 Bac_DnaA_C RVT_1 VRR_NUC Prophage_tail GerE Phage_int_SAM_5 Arm-DNA-bind_5 Lactamase_B_2 Bac_DNA_binding AAA_23 HTH_Tnp_1_2 Terminase_6 Phage_prot_Gp6 Laminin_G_3 Phage_cap_E
NODE_1_length_29354_cov_630.855347_cutoff_118,Chromosome,0,Phage_fiber_2 Phage_head_fibr Terminase_1 Phage_prot_Gp6 Phage_GP20 Phage_capsid DUF5361 DEDD_Tnp_IS110 Transposase_20 Glyco_hydro_25 Peptidase_M23 Phage_holin_5_2
NODE_1_length_172743_cov_18.371277_cutoff_10,Chromosome,-5.547706784655212,Ribonuc_red_lgC CTP_transf_like NAD_synthase dUTPase P22_AR_N RNA_ligase PhageMin_Tail Beta-Casp Lactamase_B RMMBL PDDEXK_5 Bac_DNA_binding Bro-N Thg1 AAA_24 PDDEXK_1 DNA_pol3_alpha PHP DNA_pol3_finger RVT_1 Phage_integrase HTH_17 Glyco_hydro_25 CHAP Radical_SAM OmpA NMT1 GIY-YIG BPD_transp_1 ABC_tran AAA Phage_integrase Phage_int_SAM_1 RusA Band_7 AAA_30 UvrD_C_2 HHH_4 Thy1 Guanylate_kin Gly_rich Gly_rich Gly_rich DUF2786 LPD24 DUF932 CLP_protease Gly_rich Gly_rich Metallophos PTS_2-RNA DUF1768 DNA_ligase_aden DNA_ligase_OB NUMOD4 HNH_3 BRCT DndB GIY-YIG NUMOD1 Big_2 HD DUF2829 RadC
NODE_2_length_96068_cov_9.998281_cutoff_10,Chromosome,0,dUTPase GIY-YIG AAA GIY-YIG NUMOD3 NUMOD3 Asp_protease_2 HNH Sigma70_r2 Sigma70_r4_2 DnaB_C AAA_24 AAA_5 zf-CHC2 DUF3799 AAA
NODE_3_length_44991_cov_9.780180_cutoff_10,Plasmid,2.67,HTH_3 CW_7 LysM CHAP Phage_holin_6_1 Rho_N Phage_cap_E HDPD CLP_protease Phage_portal_2 Terminase_GpA RVT_1 Tail_P2_I Baseplate_J Baseplate_J LPD15 RNase_T HTH_38 HTH_38 Phage_tail_X PhageMin_Tail Phage_tube N6_N4_Mtase SSB ERF IstB_IS21 RecU Phage_Mu_Gam ParBc N6_N4_Mtase MT-A70
NODE_4_length_40118_cov_29.155316_cutoff_10,Plasmid,2.59,PemK_toxin MethyltransfD12 RNase_H HTH_38 Dam DUF2577 DUF2634 Baseplate_J Phage_TAC_5 PhageMin_Tail LysM DUF2313 DUF3850 ParBc AAA_31 SSB SPOR CW_7 Glucosaminidase CW_7 CW_7 Phage_holin_4_1 RVT_1 RNase_T Terminase_4 Phage_sheath_1 Phage_sheath_1C HTH_38 rve Phage_H_T_join Phage_connect_1 HK97-gp10_like Phage_portal Terminase_1 Phage_capsid CLP_protease DUF2001
NODE_5_length_22087_cov_5.321672_cutoff_10,Chromosome,0,TonB_dep_Rec CarbopepD_reg_2 Plug CarboxypepD_reg Response_reg Y_Y_Y HTH_18 HATPase_c HisKA HTH_AraC Reg_prop Reg_prop Reg_prop Reg_prop Reg_prop DUF4959 DUF5000 DUF5126 SusD_RagB SusD-like_3 Glyco_hydro_43 GH43_C2 Melibiase Glyco_hydro_36N Glyco_hydro_36C DUF4998 DUF5013 Glyco_hydro_3 Glyco_hydro_3_C Fn3-like Ig_GlcNase F5_F8_type_C Glyco_hydro_2 BetaGal_dom4_5
NODE_6_length_17262_cov_7.072098_cutoff_10,Chromosome,0,Cys_Met_Meta_PP GTP_EFTU BPD_transp_1 BPD_transp_1 SBP_bac_11 PAPS_reduct Fer4_9 FAD_binding_2 ABC_tran TOBE_2 Pyr_redox_2 MgtE MgtE_N CBS CBS Prok-JAB ThiF ThiS Thioredoxin TusA NIR_SIR NIR_SIR_ferr
