Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_223958_cov_66.930530_cutoff_54,Chromosome,-3.8844763652621417,Metallophos_2 Macro Peptidase_M23 Glucosaminidase DUF1064 SSB Phage_lysozyme2 LAGLIDADG_3 Amidase_2 DHFR_1 Thymidylat_synt Guanylate_kin Fer4_12 ClpB_D2-small AAA_2 NRDD ATP-cone Cauli_VI YadA_head Resolvase MerR_1 Intein_splicing RecA AAA RNA_lig_T4_1 Metallophos AAA_33 Bac_DNA_binding AAA Thymidylate_kin OrfB_IS605 DUF2997 OrfB_IS605 OrfB_Zn_ribbon UvrD_C UvrD-helicase AAA_19 Big_5 Helicase_C ResIII DNA_pol3_alpha DNA_pol3_finger Phage_Mu_Gam Toprim_N zf-CHC2 Toprim_4 Toprim_2 SSB CLP_protease RNase_H_2 SNF2_N Helicase_C ERCC3_RAD25_C SLH YadA_anchor YadA_stalk YadA_stalk DUF4406 OrfB_Zn_ribbon OrfB_IS605 HTH_OrfB_IS605 Fer4_12 DHHA1 DHH RecJ_OB DNA_pol3_alpha DNA_pol3_finger PHP HHH_6 YopX YopX NRDD DnaB_C dUTPase Rad52_Rad22 AAA
NODE_1_length_19985_cov_5.764165_cutoff_10,Chromosome,-44.2374180239387,RNA_pol_Rpb1_1 RNA_pol_Rpb1_5 RNA_pol_Rpb1_2 RNA_pol_Rpb1_3 RNA_pol_Rpb1_4 Ribosom_S12_S23 RNA_pol_Rpb2_6 RNA_pol_Rpb2_3 RNA_pol_Rpb2_1 RNA_pol_Rpb2_7 RNA_pol_Rpb2_2 RNA_pol_Rpb2_45 RNA_pol_Rpb2_2 GTP_EFTU EFG_IV EFG_II EFG_C GTP_EFTU_D2 Ribosomal_L12 Ribosomal_L12_N Ribosomal_S7 GTP_EFTU GTP_EFTU_D3 GTP_EFTU_D2 YitT_membrane DUF2179 NusG KOW LytR_cpsA_psr Ribosomal_L33 Ribosomal_L10 Ribosomal_L11_N Ribosomal_L11 Ribosomal_L1 SecE
NODE_2_length_1400_cov_12.227513_cutoff_10,Chromosome,0,Big_6
NODE_3_length_1325_cov_15.662660_cutoff_10,Chromosome,--
NODE_1_length_23870_cov_42.305930_cutoff_70,Plasmid,2.68,Peptidase_M23 DUF4942 DUF5045 DUF87 DUF4134 DUF4138 Transposon_TraM DUF4133
NODE_1_length_62040_cov_142.108904_cutoff_0,Plasmid,3.02,HTH_24 DUF1599 SH3_5 CHAP Phage_portal Phage_capsid Peptidase_S78 HTH_7 Terminase_1 CHAP Phage_holin_Dp1 DUF1366 DUF859 Collagen Prophage_tail Sipho_tail Collagen_bind Big_8
NODE_2_length_32453_cov_8.142915_cutoff_0,Plasmid,21.77,NLPC_P60 SLT_2 SLT HTH_17 Phage_integrase BetR AAA_31 HTH_36 ROS_MUCR HTH_3 Relaxase Resolvase HTH_38 HTH_7 HTH_23 Fic MobC DUF4913 TraG-D_C
NODE_3_length_14304_cov_24.488508_cutoff_0,Chromosome,0,Terminase_1 Phage_portal Peptidase_S78 Amidase_2 HNH
NODE_4_length_12884_cov_2.763411_cutoff_0,Chromosome,0,SIR2_2 VirE DUF3853 DUF4393 AAA_14 DUF4143
NODE_5_length_7539_cov_46.101715_cutoff_0,Chromosome,0,Phage_integrase
