Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_20723_cov_97.796910_cutoff_91,Chromosome,-47.44321107461079,SecE NusG KOW GTP_EFTU GTP_EFTU_D3 GTP_EFTU_D2 Ribosomal_L33 Ribosomal_L10 Ribosomal_L12 Ribosomal_L12_N Ribosomal_L11_N Ribosomal_L11 Ribosom_S12_S23 RNA_pol_Rpb2_6 RNA_pol_Rpb2_3 RNA_pol_Rpb2_1 RNA_pol_Rpb2_45 RNA_pol_Rpb2_7 RNA_pol_Rpb2_2 RNA_pol_Rpb2_2 RNA_pol_Rpb1_1 RNA_pol_Rpb1_5 RNA_pol_Rpb1_2 RNA_pol_Rpb1_3 RNA_pol_Rpb1_4 RNA_pol_Rpb1_2 Ribosomal_S7 GTP_EFTU EFG_IV EFG_II EFG_C GTP_EFTU_D2 PMT_2 Lyase_1 FumaraseC_C Ribosomal_L7Ae GTP_EFTU Ribosomal_L1
NODE_1_length_20943_cov_305.798284_cutoff_118,Plasmid,7.83,CRISPR_Cas2 Cas_Cas1 Rep_3 AAA_31 AAA-ATPase_like PDDEXK_9 HicA_toxin
NODE_1_length_229795_cov_9.573212_cutoff_10,Chromosome,-15.105436442526234,Amidase_2 SNF2_N Helicase_C RNA_lig_T4_1 YopX Y1_Tnp Phage_Mu_Gam Macro zf-CHC2 Toprim_N Toprim_4 Toprim_2 NRDD ATP-cone Metallophos_2 DUF2997 AAA UvrD_C UvrD-helicase Bac_DNA_binding YadA_stalk YadA_head Guanylate_kin AAA_2 ClpB_D2-small LAGLIDADG_WhiA CLP_protease SSB OrfB_IS605 OrfB_Zn_ribbon HTH_OrfB_IS605 OrfB_IS605 OrfB_Zn_ribbon DUF1064 DHH DHHA1 DNA_pol3_alpha DNA_pol3_finger PHP HHH_6 Thymidylate_kin Fer4_12 LRR_5 DUF4406 Metallophos AAA_33 YadA_anchor YadA_stalk YadA_head YadA_head YadA_head YadA_head YadA_stalk YadA_anchor YadA_head dUTPase Intein_splicing DNA_gyraseB HATPase_c DNA_gyraseB_C Thymidylat_synt DHFR_1 DNA_topoisoIV RecA Cauli_VI DnaB_C Big_5 Fer4_12 Rad52_Rad22 RecA RecA ResIII Helicase_C DNA_pol3_alpha DNA_pol3_finger Phage_lysozyme2 Peptidase_M23
NODE_2_length_1205_cov_18.550532_cutoff_10,Chromosome,--
NODE_1_length_30359_cov_108.611221_cutoff_70,Chromosome,0,Phage_integrase Phage_int_SAM_1 DUF3799 Glyco_hydro_25 Arc Sipho_tail VRR_NUC Phage_portal CLP_protease L_lactis_ph-MCP Minor_capsid_2 AAA_24 KGG SSB
NODE_2_length_1354_cov_38.976507_cutoff_70,Chromosome,0,HTH_3
NODE_1_length_120983_cov_19.455197_cutoff_0,Plasmid,5.82,Peptidase_S77 OrfB_Zn_ribbon OrfB_IS605 HTH_OrfB_IS605 5_3_exonuc_N TK Peptidase_S80 SNF2_N Helicase_C Intein_splicing Resolvase MerR_1 MerR HTH_17 OrfB_Zn_ribbon OrfB_IS605 HTH_OrfB_IS605 OrfB_IS605 OrfB_Zn_ribbon HTH_OrfB_IS605 T4_baseplate Cpn60_TCP1 KTSC OrfB_Zn_ribbon OrfB_IS605 HTH_OrfB_IS605 Phg_2220_C Toprim_2 zf-CHC2 DnaB_C Dockerin_1 Dockerin_1 GPW_gp25 Peptidase_M23 DNA_pol_A DNA_pol_A HAD_SAK_2 RNA_ligase AAA_33 HD DNA_pol_A DNA_pol_A_exo1 DarA_C DNA_methylase DNA_methylase Sigma70_r2 Pentapeptide_4 Pentapeptide Pentapeptide Pentapeptide Pentapeptide Pentapeptide Pentapeptide Pentapeptide Pentapeptide SWIM Glyco_hydro_25 PG_binding_1 Phage_holin_6_1 Resolvase MerR_1 DNA_pol3_delta2 DNA_pol3_delta2 RecA RecA RecU DNA_pol3_beta_3 Laminin_G_3 Laminin_G_3 Dockerin_1 Laminin_G_3 Laminin_G_3 HTH_39 Tail_P2_I Cpn10 SpoVG dUTPase Metallophos_2
NODE_2_length_69179_cov_35.764609_cutoff_0,Chromosome,0,YqaJ RusA AAA_33 Rad52_Rad22 NinG LAGLIDADG_3 MazG SprT-like SLT Glyco_hydro_25 CHAP ParBc QueC NIF YopX Sipho_tail Minor_capsid_2 GTP_cyclohydroI PTPS Fer4_14 SSB Imp-YgjV Vut_1 RNA_lig_T4_1 YopX Phage_portal 2_5_RNA_ligase2
NODE_3_length_54301_cov_33.178113_cutoff_0,Plasmid,49.46,VirB8 Toprim_2 MobA_MobL Rep_3 CagX TrbI T4SS-DNA_transf T4SS-DNA_transf T2SSE SLT Topoisom_bac Toprim zf-C4_Topoisom zf-C4_Topoisom MPTase-PolyVal DUF1738 OrfB_Zn_ribbon SLH YadA_anchor YadA_stalk Resolvase HipA_C Fic RE_Bsp6I DNA_methylase UvrD_C AAA_19 UvrD-helicase CbiA LemA YadA_stalk YadA_head YadA_head HTH_3 TrbC VirB3 T4SS CagE_TrbE_VirB SLT TrbL Peptidase_S26
NODE_4_length_37605_cov_39.627265_cutoff_0,Chromosome,0,Phage_portal Terminase_1 Peptidase_S78 HNH_3 Phage_capsid Amidase_2 DUF2800 Pox_D5 Phage_holin_Dp1
