Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_9197_cov_459.471820_cutoff_91,Plasmid,17.72,Rep_3 Relaxase Relaxase YoeB_toxin Rep_3
NODE_2_length_6450_cov_151.827083_cutoff_91,Plasmid,7.38,RelB TraX Mob_Pre RelB YafQ_toxin
NODE_1_length_2193_cov_56.744329_cutoff_54,Chromosome,0,TPP_enzyme_C
NODE_1_length_46701_cov_40.931280_cutoff_10,Plasmid,5.39,Phage_Mu_Gam ERF RecU IstB_IS21 SSB Phage_tail_X PhageMin_Tail Phage_tube Gifsy-2 RNase_T N6_N4_Mtase N6_Mtase Hydrolase_2 LPD15 Amidase_2 DUF4236 TM2 Phage_holin_6_1 HTH_38 HTH_19 HTH_3 DUF1492 Terminase_GpA Phage_portal_2 CLP_protease HDPD Phage_cap_E Rho_N HTH_38 ParBc N6_N4_Mtase Tmemb_185A Tail_P2_I RVT_1 Baseplate_J Baseplate_J
NODE_2_length_33871_cov_10.836095_cutoff_10,Plasmid,2.48,Terminase_1 HNH Phage_capsid Phage_portal CLP_protease DUF1778 HTH_38 HTH_38 CW_7 CW_7 Glucosaminidase CHAP PhageMin_Tail 23S_rRNA_IVP FGE-sulfatase Sipho_Gp37 Sipho_tail DNA_methylase VRR_NUC ParBc AAA_31
NODE_3_length_11100_cov_13.749524_cutoff_10,Plasmid,7.03,rve Tn7_Tnp_TnsA_N Mob_Pre T4SS-DNA_transf AAA_22
NODE_1_length_35895_cov_69.999414_cutoff_0,Plasmid,21.66,DUF234 ATPase_2 AAA_14 Resolvase HTH_7 Glu_cys_ligase ATP-grasp_6 Glu_cys_ligase RimK Dala_Dala_lig_C MatE MatE Polysacc_synt_C MurJ PALP Hexapep ParG AAA_31 HTH_20 Methyltransf_25 HTH_3 Peptidase_M23 DUF4138 DUF4138 Transposon_TraM PLCC TraO Rep_3 SprT-like DUF4393 TraG-D_C CAT HSDR_N_2 Bac_DNA_binding RadC
NODE_2_length_7211_cov_6.001262_cutoff_0,Plasmid,12.02,Rep_3 HTH_7 MobA_MobL
NODE_3_length_6414_cov_5.775288_cutoff_0,Plasmid,10.63,Relaxase MobC HTH_7 YoeB_toxin RelB
NODE_4_length_5774_cov_47.862735_cutoff_0,Plasmid,3.86,RelB Mob_Pre YoeB_toxin
NODE_5_length_5730_cov_3.100655_cutoff_0,Chromosome,--
NODE_6_length_4173_cov_1.399658_cutoff_0,Chromosome,0,ABC_tran
NODE_7_length_3783_cov_1.829466_cutoff_0,Chromosome,0,ResIII YhcG_C DUF1016_N DUF1016_N ResIII
NODE_8_length_3661_cov_8.400670_cutoff_0,Chromosome,--
NODE_9_length_3563_cov_2.398451_cutoff_0,Chromosome,-5.9394921890392816,DUF5128 DUF5128 DUF1573
NODE_10_length_3228_cov_1.775944_cutoff_0,Plasmid,4.97,AAA_14 AAA_31 AAA_31
NODE_11_length_2915_cov_48.354123_cutoff_0,Plasmid,3.86,Mob_Pre
NODE_12_length_2853_cov_3.599424_cutoff_0,Plasmid,6.39,Mob_Pre Rep_2
NODE_13_length_2829_cov_330.571221_cutoff_0,Chromosome,--
NODE_14_length_2476_cov_1.725302_cutoff_0,Chromosome,0,Peptidase_M73
