Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_43718_cov_589.705942_cutoff_118,Chromosome,0,Phage_holin_Dp1 Sipho_Gp37 Terminase_1 Phage_portal Peptidase_S78 Phage_capsid DUF2800 HNH_3 HNH_3 Sipho_tail CHAP Spherulin4 Collagen GDPD Guanylate_kin
NODE_1_length_8555_cov_86.062869_cutoff_54,Plasmid,2.52,Rep_2 RNA_helicase Bac_luciferase E1-E2_ATPase Hydrolase HTH_5
NODE_2_length_1478_cov_43.004996_cutoff_54,Chromosome,0,LacAB_rpiB Pyr_redox_dim Pyr_redox_2 Pyr_redox
NODE_1_length_56355_cov_54.461193_cutoff_10,Chromosome,0,DUF1599 Collagen_bind Big_8 Gram_pos_anchor Gp58 Prophage_tail Phage_capsid Peptidase_S78 Phage_portal Phage_holin_6_1 Terminase_1 Amidase_5 HK97-gp10_like
NODE_1_length_60803_cov_33.456460_cutoff_0,Chromosome,-2.314820126776768,AAA_30 Bro-N Bro-N P22_AR_N AAA_24 ResIII PhageMin_Tail DUF3310 DNA_pol_A Phage_r1t_holin Glyco_hydro_25 GDPD Lipase_GDSL_2 Bro-N
NODE_2_length_43543_cov_43.111927_cutoff_0,Chromosome,0,Terminase_1 Phage_portal Phage_capsid Peptidase_S78 GDPD Sipho_Gp37 Sipho_Gp37 Phage_holin_Dp1 HNH_3 HNH_3 Sipho_tail
NODE_3_length_39902_cov_48.349981_cutoff_0,Chromosome,0,RusA DNA_methylase NLPC_P60 Phage_integrase Phage_int_SAM_3 HTH_26 HTH_31 DUF5309 Phage_Gp19 Glyco_hydro_25 SSB Phage_prot_Gp6 HNH_5
NODE_4_length_34874_cov_20.106302_cutoff_0,Plasmid,2.67,ERF Whib PhageMin_Tail Phage_connect_1 Sipho_tail CHAP DUF4214 ParBc HTH_36 Phage_lysozyme2 Phage_portal Phage_Mu_F SSB Phage_capsid
NODE_5_length_33571_cov_161.786499_cutoff_0,Plasmid,3.57,DNA_pol_A DNA_pol_A_exo1 PDDEXK_1 AAA_24 Phage_capsid Terminase_6C Terminase_6 Prophage_tail Amidase_2 Helicase_C SNF2_N AAA_25 RepB_primase dUTPase_2 Thymidylat_synt
NODE_6_length_15473_cov_19.527540_cutoff_0,Plasmid,3.26,CRISPR_Cas2 DUF5397 RPA Fil_haemagg_2 Haemagg_act EndoU_bacteria Fil_haemagg_2 PT-VENN Fil_haemagg_2 Fil_haemagg_2 DUF5376 POTRA_3 ShlB POTRA_2 ShlB
NODE_7_length_6319_cov_29.031560_cutoff_0,Plasmid,7.61,MobC Relaxase Ntox35
NODE_8_length_5395_cov_15.141783_cutoff_0,Plasmid,9.00,Rep_3 MobA_MobL
NODE_9_length_5367_cov_3.329112_cutoff_0,Chromosome,-18.561385694778508,S1 S1 S1 DNA_pol_A CoaE Branch_AA_trans S1 S1
NODE_10_length_5174_cov_15.452815_cutoff_0,Chromosome,0,FtsK_SpoIIIE Rep_trans
NODE_11_length_4547_cov_2.112528_cutoff_0,Plasmid,12.81,HTH_38 MobC Relaxase RepL HTH_38 MtN3_slv
NODE_12_length_4413_cov_9.461946_cutoff_0,Plasmid,12.49,ParE_toxin Replicase PriCT_1 MobA_MobL
NODE_13_length_3713_cov_31.975248_cutoff_0,Plasmid,9.21,Mob_Pre Rep_3
