Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_84094_cov_340.505183_cutoff_54,Chromosome,0,Muraidase DNA_methylase Phage_T4_gp19 RecA Cpn10 gp32 AAA_23 SbcCD_C AAA_28 Metallophos DNA_pol_A DNA_pol_A_exo1 Thymidylat_synt HTH_38 dUTPase Helicase_C ResIII SWI2_SNF2 HNH_3 Baseplate_J GPW_gp25 Collar DnaB_C PhageMin_Tail 5_3_exonuc_N 5_3_exonuc KTSC HNH_3 PKD BACON Peptidase_S74 LysM
NODE_1_length_44845_cov_11.088746_cutoff_10,Plasmid,3.70,FtsK_SpoIIIE FtsK_SpoIIIE Glucosaminidase Amidase_2 Resolvase Recombinase Zn_ribbon_recom PriCT_1 Phage_holin_4_1 Hjc ResIII Helicase_C HTH_26 NRDD ATP-cone DNA_methylase MazG DNA_methylase DUF3310 ERF YqaJ Fer4_12 Phage_connect_1 DUF5309 DUF5055 Phage_XkdX Phage_tail_3 D5_N Pox_D5 Phage_Mu_F Phage_prot_Gp6 DUF2829
NODE_2_length_41107_cov_21.242505_cutoff_10,Chromosome,0,Inhibitor_G39P Phage_GP20 Phage_prot_Gp6 Phage_min_cap2 Minor_capsid_2 Peptidase_M15_3 PG_binding_1 Mrr_cat Phage_Gp15 RusA SSB RecT Phage_holin_1 HTH_3 DUF739 HTH_3 HTH_3 YqaJ Terminase_6 Phage_integrase N6_N4_Mtase
NODE_3_length_26522_cov_5.003668_cutoff_10,Chromosome,-8.230735357061572,CTP_transf_3 ThrE_2 GFO_IDH_MocA GFO_IDH_MocA ThrE DegT_DnrJ_EryC1 NTP_transferase NeuB SAF Epimerase_2 Glyco_hydro_25 Aldo_ket_red Fer4_17 Aldo_ket_red ThiI THUMP Aminotran_5 CinA MoCF_biosynth CinA_KH AA_kinase Aldedh P5CR_dimer F420_oxidored NAD_binding_2
NODE_1_length_32792_cov_155.795537_cutoff_70,Plasmid,17.63,PLCC Mfa_like_1 DUF2582 AAA_31 TraO DUF1738 MPTase-PolyVal DUF5119 Virulence_RhuM Resolvase HTH_7 Fic DUF3575 Transposon_TraM T4SS-DNA_transf Rep_3 SprT-like DUF4138 DUF4138
NODE_1_length_104051_cov_331.619578_cutoff_0,Chromosome,0,AAA DUF3799 DUF1064 Sigma70_r4_2 Sigma70_r2 DnaB_C dUTPase HNH_3 NUMOD4 AAA_24
NODE_2_length_44845_cov_11.088746_cutoff_0,Plasmid,3.70,HTH_26 ResIII Helicase_C Hjc DUF2829 Resolvase Recombinase Zn_ribbon_recom Phage_Mu_F Phage_prot_Gp6 FtsK_SpoIIIE FtsK_SpoIIIE D5_N Pox_D5 Glucosaminidase Amidase_2 ERF YqaJ DNA_methylase DNA_methylase DUF5309 Phage_connect_1 DUF5055 Phage_tail_3 PriCT_1 NRDD ATP-cone Fer4_12 MazG DUF3310 Phage_XkdX Phage_holin_4_1
NODE_3_length_44649_cov_16.306156_cutoff_0,Plasmid,12.47,PriCT_1 DUF5055 Phage_connect_1 HTH_3 Resolvase Phage_prot_Gp6 Phage_holin_6_1 Amidase_2 Recombinase Zn_ribbon_recom Resolvase PemK_toxin D5_N Pox_D5 SLT ERF ResIII Helicase_C YqaJ
NODE_4_length_35178_cov_55.140395_cutoff_0,Plasmid,31.35,TetR_N ACP_syn_III_C MipZ MobC Relaxase Resolvase Toprim_2 TraO Resolvase HTH_7 AbiEii DUF3990 DUF3791 bPH_2 PLCC SSB T4SS-DNA_transf VirB8 Transposon_TraM TrbL MPTase-PolyVal DUF1738 DUF4138 DUF4138 DUF3945 DUF3945 DUF3875
NODE_5_length_32340_cov_95.729194_cutoff_0,Plasmid,2.91,Phage_capsid Phage_integrase DUF4373 DUF3310 RVT_1 BppU_N Sipho_tail Prophage_tail Phage_portal Peptidase_S78 Terminase_1 HNH dUTPase SSB Resolvase Zn_ribbon_recom HTH_3 HTH_3 Phage_holin_1 Peptidase_C39_2 Glyco_hydro_25 LysM CW_7
