Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_4335_cov_7.078206_cutoff_10,Chromosome,--
NODE_1_length_60491_cov_155.448572_cutoff_70,Plasmid,21.18,Relaxase MipZ MobC ATPase_2 DUF3408 IstB_IS21 Rep_3 rve HTH_23 Resolvase DUF3223 IMS IMS_C TonB_dep_Rec Plug CarbopepD_reg_2 Sigma70_r4_2 Sigma70_r2 SusD_RagB SusD-like_3 Alpha_L_fucos DUF234 DUF4974 FecR RVT_1 WYL UvrD_C_2 AAA_19 DUF4172 Fic SPASM SSB YpsA DUF3873 Toprim_2 TraG-D_C NUDIX Bac_DNA_binding DUF2582 ADP_ribosyl_GH
NODE_1_length_50342_cov_4.181160_cutoff_0,Plasmid,3.04,Sigma70_r4_2 Phage_terminase Terminase_GpA DUF1738 HTH_38 RVT_1 Phage_lysozyme2 CHAP HTH_38 rve Phage_cap_E CLP_protease Phage_portal_2 dUTPase DNA_methylase DNA_methylase Dam Phage_TAC_7 Phage_tube PhageMin_Tail Tail_P2_I Baseplate_J Phage_P2_GpU DUF1064
NODE_2_length_43683_cov_3.118264_cutoff_0,Plasmid,2.67,Phage_prot_Gp6 Terminase_3 Terminase_3C HTH_Tnp_1 Bro-N Phage_capsid Phage_min_cap2 Ntox50 SSB HTH_39 ERF Phage_Gp15 Minor_capsid_2 DUF551 DnaB_C DNA_methylase RusA PAPS_reduct Phage_holin_5_2 YopX DUF551 Amidase_2 HTH_19 Peptidase_M78 Phage_integrase
NODE_3_length_39421_cov_38.457274_cutoff_0,Plasmid,2.67,DUF859 Prophage_tail bPH_1 HTH_3 Amidase_2 PG_binding_1 LRR_5 Phage_holin_5_2 Phage_integrase HTH_3 HTH_3 DNA_methylase DNA_methylase RusA HTH_3 IstB_IS21 3D N6_N4_Mtase ERF SSB Terminase_6 Terminase_6C Phage_prot_Gp6 Phage_Mu_F HK97-gp10_like
NODE_4_length_38410_cov_3.219341_cutoff_0,Chromosome,0.47726211149166886,HTH_19 Peptidase_S24 Resolvase Zn_ribbon_recom Recombinase DUF4355 Spo0A_C Phage_tail_3 HK97-gp10_like Phage_connect_1 P22_CoatProtein Phage_Mu_F Phage_prot_Gp6 Terminase_3 Terminase_3C NAGPA ANT AntA HicB_lk_antitox HicA_toxin CSD AAA_15 Lactamase_B_2 Glucosaminidase N6_Mtase Phage_integrase Phage_int_SAM_4 SSB
NODE_5_length_10516_cov_10.703324_cutoff_0,Plasmid,2.48,Phage_lysozyme2 Sigma70_r4_2 Sigma70_r2 AAA_31 YoeB_toxin RelB DUF4367
NODE_6_length_6799_cov_8.797828_cutoff_0,Plasmid,3.86,Gp49 HTH_3 Peptidase_A4 Mob_Pre
NODE_7_length_5257_cov_3.769691_cutoff_0,Plasmid,7.61,Relaxase HTH_11 BrnT_toxin MobC BrnA_antitoxin
NODE_8_length_4159_cov_59.632533_cutoff_0,Plasmid,9.00,Rep_3 MobA_MobL
