Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_16875_cov_160.905167_cutoff_334,Chromosome,-43.751733389135154,GTP_EFTU GTP_EFTU_D3 GTP_EFTU_D2 RNA_pol_Rpb1_1 RNA_pol_Rpb1_5 RNA_pol_Rpb1_3 RNA_pol_Rpb1_2 RNA_pol_Rpb1_4 RNA_pol_Rpb1_2 GTP_EFTU EFG_IV EFG_II EFG_C GTP_EFTU_D2 RNA_pol_Rpb2_6 RNA_pol_Rpb2_1 RNA_pol_Rpb2_3 RNA_pol_Rpb2_7 RNA_pol_Rpb2_45 RNA_pol_Rpb2_2 RNA_pol_Rpb2_2 GTP_EFTU_D3 Ribosomal_S7 Ribosom_S12_S23 NusG KOW SecE Ribosomal_L10 Ribosomal_L1 Ribosomal_L11_N Ribosomal_L11 Ribosomal_L12 Ribosomal_L12_N
NODE_1_length_23218_cov_69.700229_cutoff_91,Chromosome,-53.24276631861787,Lyase_1 FumaraseC_C Ribosomal_L12 Ribosomal_L12_N Ribosomal_L1 SecE Ribosomal_L33 COX1 GTP_EFTU_D3 NusG KOW PMT_2 RNA_pol_Rpb1_1 RNA_pol_Rpb1_5 RNA_pol_Rpb1_2 RNA_pol_Rpb1_3 RNA_pol_Rpb1_5 RNA_pol_Rpb1_4 Ribosomal_L10 RNA_pol_Rpb2_6 RNA_pol_Rpb2_3 RNA_pol_Rpb2_1 RNA_pol_Rpb2_45 RNA_pol_Rpb2_7 RNA_pol_Rpb2_2 RNA_pol_Rpb2_2 GTP_EFTU EFG_IV EFG_II EFG_C GTP_EFTU_D2 Ribosomal_S7 Ribosomal_L11_N Ribosomal_L11 Ribosom_S12_S23 Ribosomal_L7Ae GTP_EFTU GTP_EFTU_D3 GTP_EFTU_D2
NODE_1_length_2543_cov_125.539740_cutoff_118,Chromosome,--
NODE_1_length_74743_cov_239.589304_cutoff_54,Plasmid,3.98,Peptidase_M15_4 Glutaredoxin PriCT_1 Bac_DNA_binding DNA_pol_A DUF3310 DUF2201_N DUF2201 Thy1 RNA_pol AAA_24 Ribonuc_red_sm
NODE_1_length_9518_cov_29.332698_cutoff_10,Plasmid,3.65,ParE_toxin ParE_toxin Radical_SAM ABC_tran ABC_membrane MobA_MobL
NODE_1_length_40183_cov_11.109410_cutoff_0,Chromosome,0,ORF6C Phg_2220_C Phage_rep_org_N Sipho_tail Prophage_tail CBM_4_9 PhageMin_Tail DUF4352 HTH_3 DUF1642 HTH_3 HTH_19 HTH_26 DUF1642 DUF3310 DUF3800 Phage_integrase Phage_int_SAM_3 Arm-DNA-bind_4 SSB Terminase_1 HNH Phage_integrase YopX Methyltransf_11 CHAP SH3_5 Peptidase_M78 DUF1642 Phage_holin_1 DUF4145 DnaB_C DnaB IstB_IS21 HTH_19 CLP_protease Phage_portal Phage_TTP_1 Phage_capsid
NODE_2_length_38426_cov_3.983155_cutoff_0,Chromosome,0,AAA_24 AAA_23 RusA AAA_25 PriCT_2 ResIII Helicase_C DUF859 HK97-gp10_like DUF4355 Phage_connect_1 Phage_prot_Gp6 Phage_Mu_F Terminase_3 Terminase_3C Glutaredoxin DUF3310 N6_N4_Mtase ParBc Phage_prot_Gp6 Phage_holin_6_1 Collagen CHAP CW_binding_1 CW_binding_1 CW_binding_1 CW_binding_1 CW_binding_1 CW_binding_1 HTH_26
NODE_3_length_31048_cov_122.647961_cutoff_0,Plasmid,57.47,T2SSE SLT TrbL VirB8 CagX TrbI Rep_3 ParG AAA_31 Zeta_toxin Resolvase SprT-like Antirestrict SLT T4SS CagE_TrbE_VirB VirB3 TrbC TraD AAA_30 MobA_MobL TrwB_AAD_bind
NODE_4_length_6685_cov_6.236985_cutoff_0,Plasmid,3.51,ParE_toxin DUF2599 Thioredoxin Relaxase
NODE_5_length_5672_cov_144.179982_cutoff_0,Plasmid,5.35,Rep_3
NODE_6_length_4749_cov_5.922089_cutoff_0,Plasmid,9.34,ParE_toxin Rep_1 Mob_Pre
NODE_7_length_4685_cov_33.057292_cutoff_0,Plasmid,3.86,ParE_toxin Mob_Pre
NODE_8_length_4613_cov_10.104938_cutoff_0,Chromosome,0,FtsK_SpoIIIE Rep_trans
NODE_9_length_4264_cov_6.995940_cutoff_0,Plasmid,5.35,YoeB_toxin Rep_3
NODE_10_length_4239_cov_28.051418_cutoff_0,Plasmid,9.21,Mob_Pre Rep_3
NODE_11_length_4147_cov_13.963636_cutoff_0,Plasmid,2.52,Rep_2 RNA_helicase
NODE_12_length_4094_cov_50.624347_cutoff_0,Plasmid,5.35,Rep_3 PemK_toxin HTH_11
NODE_13_length_3995_cov_39.083461_cutoff_0,Chromosome,--
NODE_14_length_2744_cov_2.340457_cutoff_0,Chromosome,--
NODE_15_length_2664_cov_1.413993_cutoff_0,Chromosome,0,LRR_6 LRR_6 LRR_6 LRR_6 LRR_6 LRR_6 LRR_1 LRR_1 LRR_6 LRR_6 LRR_6 LRR_1 LRR_1
