Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_44054_cov_231.289447_cutoff_118,Chromosome,0,DUF2800 HNH_3 NUMOD4 HNH_3 Peptidase_S78 Phage_capsid Phage_portal Terminase_1 Sipho_Gp37 Sipho_tail Phage_holin_Dp1 Spherulin4 Collagen CHAP GDPD Guanylate_kin
NODE_2_length_1765_cov_111.680095_cutoff_118,Chromosome,0,Abhydrolase_1 Abhydrolase_4
NODE_1_length_39526_cov_18.063094_cutoff_10,Chromosome,0,HNH Phage_prot_Gp6 DUF3799 SSB AAA_24 Glyco_hydro_25 DNA_methylase RusA Phage_integrase HTH_31 HTH_26 NLPC_P60 Phage_Gp19 DUF5309
NODE_2_length_16076_cov_28.133758_cutoff_10,Plasmid,3.26,RPA DUF5397 CRISPR_Cas2 ShlB POTRA_3 POTRA_2 Fil_haemagg_2 Haemagg_act Fil_haemagg_2 PT-VENN Fil_haemagg_2 Fil_haemagg_2
NODE_3_length_8881_cov_52.392095_cutoff_10,Chromosome,0,Zot Phage_integrase Phage_int_SAM_3 Secretin
NODE_4_length_1965_cov_40.843220_cutoff_10,Chromosome,--
NODE_5_length_1564_cov_11.738399_cutoff_10,Chromosome,--
NODE_6_length_1397_cov_11.178788_cutoff_10,Chromosome,--
NODE_1_length_316879_cov_9.753426_cutoff_0,Chromosome,-11.446141970268798,AAA_5 DUF2201_N DNA_methylase Prim-Pol Zeta_toxin Antigen_C AgI_II_C2 AgI_II_C2 AgI_II_C2 AAA_5 Ribonuc_red_sm Flavodoxin_NdrI RecX PDDEXK_1 Sortase RNase_T Bac_DNA_binding Dam Imp-YgjV Acetyltransf_1 DUF4065 Glyco_hydro_25 AAA_23 SbcCD_C Bac_DNA_binding Sigma70_r2 Phage_lysozyme2 Acetyltransf_1 OrfB_Zn_ribbon SecA_DEAD SecA_SW YqeY OrfB_Zn_ribbon AAA_31 AAA_10 T2SSE OrfB_Zn_ribbon SLH SLH SLH Bax1-I Transglycosylas LysM DNA_gyraseB DNA_gyraseB_C Toprim HATPase_c VWA PP2C_2 Pkinase Thg1 Reprolysin_3 AAA_33 Metallophos RNA_lig_T4_1 RNA_ligase OrfB_IS605 OrfB_Zn_ribbon HTH_OrfB_IS605 Y1_Tnp Thioredoxin_4 PRA-PH Metallophos Metallophos Helicase_C DEAD RecG_wedge ResIII DNA_topoisoIV Ribonuc_red_lgC RNR_N Ribonuc_red_lgN ATPase ChlI Lon_C YdjM DUF2201_N DUF2201 OrfB_Zn_ribbon DNA_pol3_beta DNA_pol3_beta_2 DNA_pol3_beta_3 DUF488 Hydrolase_3 Hydrolase_3 HD DUF2201_N DUF2201 CPBP FtsK_SpoIIIE DNA_pol3_delta2 DNA_pol3_finger DNA_pol3_alpha HHH_6 Intein_splicing PHP DNA_pol3_alpha RecA AAA_5 DnaB_C DnaB AAA_2 ClpB_D2-small OrfB_Zn_ribbon OrfB_Zn_ribbon DUF3037 OrfB_Zn_ribbon OrfB_IS605 DUF1524 Glutaredoxin RNase_T Toprim_N zf-CHC2 Toprim_4 Toprim_2 Toprim TpcC TraG-D_C MethyltransfD12 PspA_IM30 Methylase_S Methylase_S N6_Mtase
NODE_2_length_63171_cov_7.179066_cutoff_0,Plasmid,3.57,RuvC DNA_pol_A Big_8 Collagen_bind Gram_pos_anchor DNA_pol_A_exo1 DNA_pol_A DUF1642 YopX BspA_v BspA_v Glucosaminidase Phage_holin_Dp1 Glyco_hydro_25 GbpC AAA_25 RepB_primase DUF3310 PDDEXK_1 AAA_24 dUTPase
