Contig name,Prediction,Log-likelihood ratio,Predicted HMMs
NODE_1_length_3578_cov_389.653813_cutoff_198,Chromosome,0,DUF1269 Phage_integrase Transposase_mut
NODE_2_length_1512_cov_509.313589_cutoff_198,Chromosome,0,DUF1269
NODE_1_length_36057_cov_72.593469_cutoff_54,Plasmid,3.98,DUF669 AAA_24 Prim-Pol PriCT_1 VirE HTH_26 SH3_5 Phage_holin_6_1 Sipho_tail Phage_TAC_12 Phage_tail_2 DUF3310 Prophage_tail DUF1642 DUF1492 DUF1372 Phage_capsid HeH Phage_connect_1 Phage_prot_Gp6 Phage_Mu_F DUF4355 Terminase_2 Terminase_3 Terminase_3C TM2 Phage_integrase Arm-DNA-bind_4 Phage_int_SAM_3 HTH_3 Peptidase_M78 Sipho_Gp157
NODE_2_length_23216_cov_44.220234_cutoff_54,Chromosome,-53.242766318617896,Ribosomal_L10 Ribosomal_L12 Ribosomal_L12_N Ribosomal_L11_N Ribosomal_L11 Ribosomal_L1 SecE NusG KOW COX1 Ribosomal_L33 GTP_EFTU_D3 GTP_EFTU GTP_EFTU_D3 GTP_EFTU_D2 PMT_2 Lyase_1 FumaraseC_C RNA_pol_Rpb2_6 RNA_pol_Rpb2_3 RNA_pol_Rpb2_45 RNA_pol_Rpb2_1 RNA_pol_Rpb2_7 RNA_pol_Rpb2_2 RNA_pol_Rpb2_2 RNA_pol_Rpb1_1 RNA_pol_Rpb1_5 RNA_pol_Rpb1_2 RNA_pol_Rpb1_3 RNA_pol_Rpb1_5 RNA_pol_Rpb1_4 Ribosomal_L7Ae Ribosom_S12_S23 Ribosomal_S7 GTP_EFTU EFG_IV EFG_II EFG_C GTP_EFTU_D2
NODE_3_length_14408_cov_51.356081_cutoff_54,Chromosome,-2.3636102909510015,RrnaAD DDE_Tnp_ISL3 zf-ISL3 MFS_1 HTH_38 GTP_EFTU EFG_IV EFG_II EFG_C ABC_tran ABC_tran_Xtn ABC_tran OTCace Transposase_mut Transposase_mut
NODE_1_length_1606_cov_33.323087_cutoff_10,Plasmid,5.20,RepL
NODE_1_length_60235_cov_6.769091_cutoff_0,Chromosome,0,CHAP SH3_5 Big_8 Collagen_bind Gram_pos_anchor Prophage_tail Sipho_tail Phage_portal Phage_capsid Peptidase_S78 Terminase_1 DUF1599 HTH_24 DUF1366 Phage_holin_1 CHAP DUF859
NODE_2_length_5259_cov_2.802200_cutoff_0,Plasmid,5.48,Rep_1 Zot
NODE_3_length_4551_cov_34.688646_cutoff_0,Chromosome,0,DUF961 FtsK_SpoIIIE Rep_trans
NODE_4_length_4380_cov_36.833604_cutoff_0,Chromosome,0,ParE_toxin Integrase_1 Phage_int_SAM_1
